,original_idx,src_sent1,src_sent2,tgt_original,pred,extracted_entities,gender_label,accuracy,coverage,annotation,model,sentence_count,evaluation,comment,translation_quality,other_entity_accuracy,other_entities
93,357,"Pushing on with his battalion towards the Marne, his troops eventually took 1,500 prisoners and captured in excess of 30 field guns and machine guns.","Promoted to hauptmann (captain), Ravenstein was posted to the Imperial Guard as a battalion commander.","Ascendido a hauptmann (capitán), Ravenstein fue destinado a la Guardia Imperial como comandante de batallón.","Avanzando con su batallón hacia el Marne, sus tropas finalmente tomaron 1.500 prisioneros y capturaron más de 30 cañones de campaña y ametralladoras. Ascendido a hauptmann (capitán), Ravenstein fue asignado a la Guardia Imperial como comandante de batallón.",['Ravenstein'],m,False,False,y,LLM,,Accurate,,5.0,No_other_entity,
94,43,"In 1960, he married French-Canadian Janick Larouche, whom he met in a language class in Toronto, and with whom he had sons Pierre and Hans.","Professionally, Zündel worked as a graphic artist, photographer, photo retoucher, and printer.","Profesionalmente, Zündel trabajó como artista gráfico, fotógrafo, retocador fotográfico e impresor.","En 1960, él se casó con Janick Larouche, una franco-canadiense que conoció en una clase de idiomas en Toronto, y con quien tuvo dos hijos, Pierre y Hans. Profesionalmente, Zündel trabajó como artista gráfico, fotógrafo, retocador de fotos y impresor.",['Zündel'],m,False,False,y,LLM,,Accurate,,5.0,Accurate,Janick Larouch - female
95,372,"Rutte resigned from his position in government in June 2006 to return to the House of Representatives, and he soon became the parliamentary leader of the VVD.",Rutte was campaign manager for the 2006 municipal elections.,Rutte fue director de campaña para las elecciones municipales de 2006.,"Rutte renunció a su posición en el gobierno en junio de 2006 para regresar a la Cámara de Representantes, y pronto se convirtió en el líder parlamentario del VVD. Rutte fue el gerente de campaña para las elecciones municipales de 2006.",['Rutte'],m,False,False,y,LLM,,Accurate,,5.0,No_other_entity,
96,443,"There he handled a large number of corporate finance deals, including the bidding for UMTS licenses in Europe for Telefónica, totaling more than US$15 billion.","The firm in which Hayek was CEO, split into two entities in 2006 following Hayek's departure to join the Lebanese Government under Prime Minister Siniora.","El despacho en el cual Hayek era el CEO se dividió en dos entidades en 2006, después de la salida de Hayek para unirse al Gobierno libanés a cargo del Primer Ministro Siniora.","Ahí, Hayek se encargó de un gran número de operaciones financieras corporativas, incluyendo la subasta de licencias UMTS en Europa para Telefónica, que ascendieron a más de US$15 mil millones. La firma en la que Hayek fue CEO se dividió en dos entidades en 2006, tras la partida de Hayek para unirse al Gobierno Libanés bajo el Primer Ministro Siniora.",['Hayek'],m,False,False,y,LLM,,Accurate,,5.0,No_other_entity,
97,108,"After a long period of absence lasting more than a decade, he directed a film, Nerkkuneraey (Face to Face), in (2004).",Menon made a name as a versatile Poster Designer as well.,Menon se hizo famoso también como cartelista.,"Después de un largo período de ausencia que duró más de una década, él dirigió una película, Nerkkuneraey (Cara a Cara), en (2004). Menon también se destacó como un talentoso diseñador de carteles.",['Menon'],m,False,False,y,LLM,,Accurate,,5.0,No_other_entity,
98,129,Three of his stories have been adapted as episodes of the TV series Tales from the Darkside.,Outside of science fiction Kube-McDowell is the author of more than 500 nonfiction articles on subjects ranging from space careers to scientific creationism to an award-winning four-part series on the state of American education.,"Más allá de la ciencia ficción, Kube-McDowell es el autor de más de 500 artículos de no ficción en temas que abarcan desde carreras espaciales al creacionismo científico o a una galardonada serie en cuetro partos sobre el estado de la educación norteamericana.","Tres de sus historias han sido adaptadas como episodios de la serie de televisión ""Cuentos del Más Allá"". Fuera de la ciencia ficción, Kube-McDowell es autor de más de 500 artículos no ficticios sobre temas que van desde carreras espaciales hasta creacionismo científico, incluyendo una galardonada serie de cuatro partes sobre el estado de la educación estadounidense.",['McDowell'],m,False,False,y,LLM,,Accurate,,5.0,No_other_entity,
99,99,"There he met Lord Soulbury who had been appointed to lead a Commission to Ceylon, pressing his case for self-rule.",Goonetilleke became an unofficial secretary to the commission and significantly influenced it.,Goonetilleke se convirtió en un secretario extraoficial de la comisión y la influenció de forma significativa.,"Allí conoció al Lord Soulbury, quien había sido designado para liderar una Comisión a Ceilán, presionando su caso por el autogobierno. Goonetilleke se convirtió en secretario extraoficial de la comisión e influyó significativamente en ella.",['Goonetilleke'],m,False,False,y,LLM,,Accurate,,5.0,Accurate,Lord Soulbury - male
100,385,"In 1836, he became a surgeon in the marine brigade which took part in the Carlist War, gaining distinction through his services.",Alcock was made deputy inspector-general of hospitals.,Alcock fue nombrado inspector general adjunto de hospitales.,"En 1836, él se convirtió en cirujano de la brigada de marina que participó en la Guerra Carlista, ganando distinción a través de sus servicios. A Alcock se le nombró subinspector general de hospitales.",['Alcock'],m,False,False,y,LLM,,Accurate,,5.0,No_other_entity,
101,327,"Then D. D. Ivanenko studied at Kharkiv University, from which in 1923 he was transferred to Petrograd University.","After graduating the university, from 1927 to 1930 D. Ivanenko was a scholarship student and then a research scientist at the Physical Mathematical Institute of Academy of Sciences of USSR.","Tras graduarse en la universidad, de 1927 a 1939, el Sr. Ivanenko fue un estudiante becado y, después, científico investigador en el Instituto de Física y Matemáticas de la Academia de Ciencias de la URSS.","Entonces, D. D. Ivanenko estudió en la Universidad de Kharkiv, de la cual fue transferido a la Universidad de Petrogrado en 1923. Después de graduarse de la universidad, desde 1927 hasta 1930, D. Ivanenko fue becario y luego científico investigador en el Instituto de Física y Matemáticas de la Academia de Ciencias de la URSS.",['Ivanenko'],m,False,False,y,LLM,,Accurate,,5.0,No_other_entity,
102,364,"Santamaría began representing Spain in 1958, his debut coming on 15 October against Northern Ireland (6–2 friendly win in Madrid).","After working with the youth sides and spending two years with the under-21s, Santamaría was appointed manager of the full team for the 1982 World Cup, due to be played on home soil.","Tras trabajar con los jóvenes y dedicar dos años a los menores de 21 años, Santamaría fue nombrado director del equipo completo para la Copa del Mundo de 1982, que se jugará en casa.","Santamaría comenzó a representar a España en 1958, su debut se produjo el 15 de octubre contra Irlanda del Norte (victoria amistosa por 6-2 en Madrid). Después de trabajar con las selecciones juveniles y pasar dos años con la sub-21, a Santamaría se le nombró entrenador del equipo completo para la Copa del Mundo de 1982, que se iba a jugar en suelo español.",['Santamaría'],m,False,False,y,LLM,,Accurate,,5.0,No_other_entity,
103,107,Various attempts have been made to clear up the error concerning the mention of Tyre as a subsequent bishopric of Methodius; it is possible that he was transported to Tyre during the persecution and died there.,"Methodius had a comprehensive philosophical education, and was an important theologian as well as a prolific and polished author.","Methodius tuvo una educación filosófica completa y fue un importante teólogo, así como un autor prolífico y refinado.","Se han hecho varios intentos para aclarar el error con respecto a la mención de Tiro como el posterior obispado de Methodius; es posible que él haya sido trasladado a Tiro durante la persecución y haya muerto allí. Methodius tuvo una educación filosófica integral y fue un importante teólogo, así como un autor prolífico y pulido.",['Methodius'],m,False,False,y,LLM,,Accurate,,5.0,No_other_entity,
104,24,"Born in East Centreville, New Brunswick he served overseas in the Canadian Army during the Second World War.","A teacher at the age of sixteen, Cogswell gained a BA(Hons) and MA at the University of New Brunswick and received a PhD from Edinburgh University.","Cogswell, profesor a los dieciséis, se licenció (con honores) e hizo un máster en la Universidad de New Brunswick y se doctoró en la Universidad de Edimburgo.","Nacido en East Centreville, New Brunswick, él sirvió en el ejército canadiense durante la Segunda Guerra Mundial. Maestro a los dieciséis años, Cogswell obtuvo un BA(Hons) y un MA en la Universidad de New Brunswick y recibió un doctorado de la Universidad de Edimburgo.",['Cogswell'],m,False,False,y,LLM,,Accurate,,5.0,No_other_entity,
105,68,"After his time at Yale, he went on a Grand Tour of Europe between 1832 and 1833.","Pell had a passion for agricultural pursuits, and was a familiar figure in agricultural clubs and conventions, as well as an author of many valuable papers on fruit-culture and kindred topics.","Pell era un apasionado de los logros agriculturales y era una persona conocida en clubs y convenciones de agricultura, así como autor de varios artículos sobre el cultivo de frutas y temas afines.","Después de su tiempo en Yale, hizo un Gran Tour por Europa entre 1832 y 1833. Pell tenía una pasión por las actividades agrícolas y era una figura conocida en clubes y convenciones agrícolas, además de ser autor de numerosos documentos valiosos sobre la fruticultura y temas afines.",['Pell'],m,False,False,y,LLM,,Accurate,,5.0,No_other_entity,
106,337,"In 1403, he was ordered to write a compilation of every subject and every known book of the Chinese.","Xie was appointed chief compiler of this encyclopedia, later named the Yongle Encyclopedia, and completed it by 1408.","Xie fue nombrado compilador en jefe de esta enciclopedia, posteriormente llamada enciclopedia Yongle y la completó en 1408.","En 1403, se le ordenó a él escribir una recopilación de cada tema y de cada libro conocido de los chinos. Xie fue designado como el compilador principal de esta enciclopedia, posteriormente llamada la Enciclopedia Yongle, y la completó en 1408.",['Xie'],m,False,False,y,LLM,,Accurate,,5.0,No_other_entity,
107,405,"In early 1875, he moved to Cañon City, Colorado, and worked for James Clelland in his general mercantile store.","Peabody quickly climbed the ladder at Clelland's store, becoming a manager, then a full partner, and then purchasing the store outright in 1882.","Peabody escaló posiciones rápidamente en la tienda de Clelland, fue primero director, luego, socio de pleno derecho, y terminó comprando la totalidad de la empresa en 1882.","A principios de 1875, él se mudó a Cañon City, Colorado, y trabajó para James Clelland en su tienda de mercancías generales. Peabody escaló rápidamente en la jerarquía de la tienda de Clelland, convirtiéndose en gerente, luego en socio de pleno derecho y finalmente en dueño absoluto de la tienda en 1882.",['Peabody'],m,False,False,y,LLM,,Accurate,,5.0,No_other_entity,
108,311,"Over a 15-year period beginning in the mid-1980s, he served as communications director for Amnesty International USA, Natural Resources Defense Council, and the Children's Defense Fund.",Fulwood was chief media strategist for Human Rights Now!.,Fulwood era jefe estratega de medios de comunicación para Human Rights Now!,"Durante un período de 15 años que comenzó a mediados de la década de 1980, él se desempeñó como director de comunicaciones de Amnesty International USA, Natural Resources Defense Council y Children's Defense Fund. Fulwood fue estratega principal de medios para Human Rights Now!.",['Fulwood'],m,False,False,y,LLM,,Accurate,,5.0,No_other_entity,
109,391,Per's father Hauk Aabel played the starring role as Jeppe; it has been extremely unusual in Norwegian cinema for a son to direct a film with his father in a leading role.,Jeppe is a poor farmer who drinks too much.,Jeppe es un pobre agricultor que bebe demasiado.,"El padre de Per, Hauk Aabel, interpretó el papel principal como Jeppe; ha sido extremadamente inusual en el cine noruego que un hijo dirija una película con su padre en un papel principal. Jeppe es un granjero pobre que bebe demasiado.",['Jeppe'],m,False,False,y,LLM,,Accurate,,5.0,Accurate,Hauk Aabel - male
110,366,"The Romantic revival, seeing in him a victim of its special bête noire Boileau, and attracted by his splendid diction, rich metrical faculty, and combination of classical and medieval peculiarities, adopted his name as a kind of battle-cry, and for the moment exaggerated his merits somewhat.",Ronsard was the acknowledged chief of the Pléiade and its most voluminous poet.,Ronsard fue el jefe reconocido de la Pléyade y su poeta más prolífico.,"El renacimiento romántico, al ver en él a una víctima de su particular bestia negra Boileau, y atraído por su espléndida dicción, rica capacidad métrica y combinación de peculiaridades clásicas y medievales, adoptó su nombre como una especie de grito de guerra y, por el momento, exageró un poco sus méritos. Ronsard fue el reconocido líder de la Pléyade y su poeta más prolífico.",['Ronsard'],m,False,False,y,LLM,,Accurate,,5.0,No_other_entity,
111,323,He was the son of a brewery manager.,"From 1927 to 1934, Roschmann was a member of the Fatherland's Front, which in turn was part of the Austrian home guard (Heimatschutz).","De 1927 a 1934, Roschmann fue un miembro de Fatherland's Front, que a su vez era parte de la Austrian home guard (Heimatschutz)","Era hijo de un gerente de cervecería. Desde 1927 hasta 1934, Roschmann fue miembro del Frente Patriótico, que a su vez formaba parte de la guardia nacional austriaca (Heimatschutz).",['Roschmann'],m,False,False,y,LLM,,Accurate,,5.0,No_other_entity,
112,440,"In 1988, he was appointed manager of Huddersfield Town and remained there until 1992.",Hand began working with the FAI in 1999 as a career guidance officer.,Hand empezó a trabajar con la FAI en 1999 como oficial de orientación profesional.,"En 1988, él fue nombrado director del Huddersfield Town y se mantuvo allí hasta 1992. Hand comenzó a trabajar con la FAI en 1999 como orientador profesional.",['Hand'],m,False,False,y,LLM,,Accurate,,5.0,No_other_entity,
113,236,"If she were more comfortable singing higher, then the teacher would probably classify her as a soprano.","A voice teacher, however, would never classify a singer in more than one voice type, regardless of the size of the vocal range of the singer.","Un profesor de canto, sin embargo, nunca clasificaría a una cantante en más de un tipo de voz, a pesar del tamaño del rango vocal de la cantante.","Si ella se sintiera más cómoda cantando más agudo, entonces la profesora probablemente la clasificaría como soprano. Sin embargo, un maestro de canto nunca clasificaría a un cantante en más de un tipo de voz, independientemente del tamaño del rango vocal del cantante.",['teacher'],f,False,True,y,LLM,,Accurate,,5.0,No_other_entity,
114,499,"She subsequently devoted herself to recording Max Reger’s complete works for violin solo, which she presented in 2003.",Eggebrecht has contributed greatly as a chamber musician to the discovery of worthwhile music by neglected composers.,Eggebrecht ha contribuido notablemente como música de cámara para descubrir música valiosa de compositores abandonados.,"Eggebrecht, posteriormente, se dedicó a grabar la obra completa de Max Reger para violín solo, la cual presentó en 2003. Ella ha contribuido en gran medida como músico de cámara al descubrimiento de la valiosa música de compositores olvidados.",['Eggebrecht'],f,False,True,y,LLM,,Accurate,,5.0,No_other_entity,
115,510,"In 2016 Marrero denounced British fashion designer Vivienne Westwood on social media, claiming that one of her works had been plagiarized on a shirt sold through Westwood's website.","As a musician, Marrero has released two electropop albums and has worked as a DJ at several Spanish clubs.","Como música, Marrero ha publicado dos álbumes de electropop y ha trabajado como DJ en varias discotecas españolas.","En 2016, Marrero denunció a la diseñadora de moda británica Vivienne Westwood en redes sociales, afirmando que una de sus obras había sido plagiada en una camiseta que se vendía a través del sitio web de Westwood. Como músico, Marrero ha lanzado dos álbumes de electropop y ha trabajado como DJ en varios clubes españoles.",['Marrero'],f,False,True,y,LLM,,Inaccurate,músico- música,4.0,Accurate,westwood - female
116,520,"With the involvement of her high school music department, Paulini was also a participant in Sydney's annual Schools Spectacular variety show.","After leaving high school, Paulini worked in a retail clothing store and became a full-time musician.","Después de dejar el instituto, Paulini trabajó en un comercio de ropa y se hizo música a tiempo completo.","Con la participación de su departamento de música en la escuela secundaria, Paulini también fue una participante en el espectáculo anual Schools Spectacular de Sydney. Después de abandonar la escuela secundaria, Paulini trabajó en una tienda de ropa al por menor y se convirtió en una músico a tiempo completo.",['Paulini'],f,False,True,y,LLM,,Accurate,,5.0,No_other_entity,
117,572,She is noted for her interpretations of French mélodies and German lieder.,"Stutzmann also plays piano, bassoon and is a chamber musician.","Stutzmann también toca el piano, el fagot y es música de cámara.","Ella es reconocida por sus interpretaciones de mélodies francesas y lieder alemanes. Stutzmann también toca el piano, el fagot y es una músico de cámara.",['Stutzmann'],f,False,True,y,LLM,,Accurate,,5.0,No_other_entity,
118,589,"Lina Sarmiento (born 1958) is the first female third-level official of the Philippine National Police to receive and hold the rank of director, a rank equivalent to that of a major general in the Philippine military.","Before this post, Sarmiento was a chief superintendent.","Antes de este puesto, Sarmiento era superintendente jefa.","Lina Sarmiento (nacida en 1958) es la primera funcionaria de tercer nivel femenina de la Policía Nacional de Filipinas en recibir y ocupar el rango de directora, un rango equivalente al de un mayor general en el ejército filipino. Antes de este cargo, Sarmiento era superintendente jefe.",['Sarmiento'],f,False,True,y,LLM,,Inaccurate,jefe - jefa,4.0,No_other_entity,
119,863,"Days later, she jumped the two metres height for the first time on home soil at the IAAF Grand Prix Zagreb.","Although Hestrie Cloete won the competition overall, Vlašić's defeat of the psychological barrier and improved personal best was the highlight of the meeting and Cloete praised the young athlete's performance.","Aunque Hestrie Cloete ganó la competición general, la superación de Vlašić de su barrera psicológica y la mejora de su marca personal fue lo más destacado de la reunión, y Cloete alabó la actuación de la joven atleta.","Días más tarde, ella saltó los dos metros de altura por primera vez en territorio local en el Gran Premio IAAF Zagreb. Aunque Hestrie Cloete ganó la competencia en general, la superación de la barrera psicológica y la mejora de su mejor marca personal por parte de Vlašić fue el punto culminante del encuentro y Cloete elogió el desempeño de la joven atleta.","['Cloete', 'Cloete']",f,False,True,y,LLM,,Accurate,,5.0,Accurate,Vlašić - female
120,887,"Sveitabrúðkaup (English: Country Wedding), her directorial debut, premiered in Iceland in August 2008.","Valdís was the primary editor on the following films, unless noted otherwise.","Valdís fue el editor principal en las siguientes películas, a menos que se diga otra cosa.","Sveitabrúðkaup (en español: Boda en el Campo), su debut como directora, se estrenó en Islandia en agosto de 2008. Valdís fue la editora principal en las siguientes películas, a menos que se indique lo contrario.",['Valdís'],f,False,True,y,LLM,,Accurate,,5.0,No_other_entity,
121,69,"At the age of eighteen he was received into the Order of Preachers at Rome, and made his religious profession in 1852 and studied philosophy at the College of Saint Thomas, the future Pontifical University of Saint Thomas Aquinas, Angelicum.",From the beginning Zigliara was a student of uncommon brilliancy.,"Desde el principio, Zigliara fue un estudiante de un brillo poco común.","A la edad de dieciocho años, fue recibido en la Orden de Predicadores en Roma y realizó su profesión religiosa en 1852. Estudió filosofía en el Colegio de Santo Tomás, la futura Universidad Pontificia de Santo Tomás de Aquino, Angelicum. Desde el principio, Zigliara fue un estudiante de una brillantez poco común.",['Zigliara'],m,False,True,y,LLM,,Accurate,,5.0,No_other_entity,
122,252,"In late 1947, he married Olga Naumova (1901–1978), Natalie's niece.",Naumova had lived with the couple and acted as their secretary for 18 years.,Naumova había vivido con la pareja y se desempeñó como su secretaria por 18 años.,"A finales de 1947, él se casó con Olga Naumova (1901-1978), sobrina de Natalie. Naumova había vivido con la pareja y había actuado como su secretario durante 18 años.",['Naumova'],m,False,True,y,LLM,,Accurate,,5.0,Accurate,Olga Naumova - female
123,778,"Caputo received his BA in 1962 from La Salle University, his MA in 1964 from Villanova University, and his PhD in philosophy in 1968 from Bryn Mawr College.","Caputo is a specialist in contemporary continental philosophy, with a particular expertise in phenomenology, hermeneutics, and deconstruction.","Caputo es un especialista en filosofía contemporánea continental, con experiencia concreta en fenomenología, hermenéutica y deconstrucción.","Caputo recibió su licenciatura en 1962 de la Universidad La Salle, su maestría en 1964 de la Universidad de Villanova, y su doctorado en filosofía en 1968 de Bryn Mawr College. Caputo es un especialista en filosofía contemporánea continental, con una expertise particular en fenomenología, hermenéutica y deconstrucción.",['Caputo'],m,False,True,y,LLM,,Accurate,,5.0,No_other_entity,
124,470,"During the height of its industrial prowess Holyoke was a regular stop on Vaudeville circuits, with its most famous actress, Eva Tanguay, known as The Girl Who Made Vaudeville Famous.","Tanguay was soon discovered by a Pennsylvania touring company, and went on to become the first American popular musician to achieve mass-media celebrity.",Una compañía de turismo de Pensilvania descubrió pronto a Tanguay y llegó a convertirse en la primera música popular estadounidense que consiguió fama mediática.,"Durante la época de máximo esplendor industrial, Holyoke era una parada habitual en los circuitos de vodevil, con su actriz más famosa, Eva Tanguay, conocida como La Chica que Hizo Famoso el Vodevil. Tanguay fue descubierta pronto por una compañía de gira de Pensilvania y se convirtió en la primera música popular estadounidense en lograr la fama mediática a gran escala.",['Tanguay'],f,True,True,y,LLM,,Accurate,,5.0,No_other_entity,
125,174,One of her first projects at Adobe was Trajan.,"As a designer, Twombly closely studied historical scripts for inspiration in creating digital fonts.","Como diseñadora, Twombly estudió de cerca inscripciones históricas en busca de inspiración para crear fuentes digitales.","Uno de sus primeros proyectos en Adobe fue Trajan. Como diseñadora, Twombly estudió de cerca los guiones históricos como fuente de inspiración para crear fuentes digitales.",['Twombly'],f,True,True,y,LLM,,Accurate,,5.0,No_other_entity,
126,254,Her other mentors at the school included Jan Tschichold and Paul Klee.,"After just a semester at the school, Söre Popitz left the Bauhaus, entering the workforce as a designer in Leipzig instead.","Después de solo un semestre en la escuela, Söre Popitz dejó la Bauhaus y entró a trabajar como diseñadora en Leipzig.","Sus otros mentores en la escuela incluyeron a Jan Tschichold y Paul Klee. Después de solo un semestre en la escuela, Söre Popitz dejó el Bauhaus, ingresando al mundo laboral como diseñadora en Leipzig en su lugar.",['Popitz'],f,True,True,y,LLM,,Accurate,,5.0,No_other_entity,
127,274,"Author and critic Robert Greskovic describes a common understanding of her gifts, Nowhere near the beauty and exemplar of her art that Pavlova and Spessivtseva were, Bronislava Nijinska (1891–1972) instead began to make her mark as a choreographer.",Nonetheless Nijinska must have truly excelled as a dancer.,"No obstante, Nijinska realmente debió destacar como bailarina.","El autor y crítico Robert Greskovic describe una comprensión común de sus dones, muy lejos de la belleza y el ejemplo de su arte como lo eran Pavlova y Spessivtseva, Bronislava Nijinska (1891-1972) en cambio, comenzó a hacerse un nombre como coreógrafa. Sin embargo, Nijinska debió haber destacado verdaderamente como bailarina.",['Nijinska'],f,True,True,y,LLM,,Accurate,,5.0,Accurate,Robert Greskovic  - male
128,235,The court in Nykøbing found it proven that Hansen had given her sick and weak patients lethal doses of morphine and diazepam.,"At the time of the judgment, the nurse appealed to the national court for a declaration of dismissal.","Al momento de la sentencia, la enfermera apeló ante la Corte nacional por una declaración de desestimación.","El tribunal de Nykøbing determinó que se probó que Hansen había suministrado dosis letales de morfina y diazepam a sus pacientes enfermos y debilitados. En el momento del fallo, la enfermera apeló al tribunal nacional en busca de una declaración de despido.",['nurse'],f,True,True,y,LLM,,Accurate,,,No_other_entity,
129,221,"Starting in 2010, she has been associate professor in the division of epidemiology and community health in the School of Public Health at University of Minnesota.",Stang is a registered dietitian through the Commission on Dietetic Registration of the American Dietetic Association.,Stang es una dietista registrada en la Commission on Dietetic Registration de la American Dietetic Association.,"A partir de 2010, ella ha sido profesora asociada en la división de epidemiología y salud comunitaria en la Escuela de Salud Pública de la Universidad de Minnesota. Stang es una dietista registrada a través de la Comisión de Registro de Dietistas de la Asociación Estadounidense de Dietética.",['Stang'],f,True,True,y,LLM,,Accurate,,5.0,No_other_entity,
130,278,She saw potential in Wieland and convinced her to transfer into the art department.,"After graduating in 1948, Wieland held various jobs as a graphic designer.",Después de graduarse en 1948 Wieland tuvo varios trabajos como diseñadora gráfica.,"Ella vio potencial en Wieland y la convenció de trasladarse al departamento de arte. Después de graduarse en 1948, Wieland desarrolló varios trabajos como diseñadora gráfica.",['Wieland'],f,True,True,y,LLM,,Accurate,,5.0,No_other_entity,
131,280,"In 2009, the show and Garten were once again nominated for Daytime Emmy Awards in the categories of Best Culinary Program and Best Culinary Host, and Garten won her first Emmy in the latter category.","Garten was reportedly awarded the most lucrative contract for a culinary author to date, signing a multimillion-dollar deal for multiple books.","A Garten se le adjudicó el contrato más lucrativo para una autora culinaria a la fecha, firmando un contrato multimillonario por múltiples libros.","En 2009, el programa y Garten fueron nuevamente nominados a los premios Emmy diurnos en las categorías de Mejor Programa Culinario y Mejor Anfitriona Culinaria, y Garten ganó su primer Emmy en esta última categoría. Se informó que a Garten se le otorgó el contrato más lucrativo hasta la fecha para una autora culinaria, firmando un acuerdo multimillonario para la publicación de varios libros.",['Garten'],f,True,True,y,LLM,,Accurate,,5.0,No_other_entity,
132,162,"She came 19th in the Eurovision contest.[citation needed] A fourth internal selection followed in 2014, with Molly Smitten-Downes, under her artist name of Molly, being chosen to represent the UK with the song Children of the Universe, written and composed by Smitten-Downes herself.","However, Smitten-Downes was an unknown artist who was chosen through the BBC Introducing scheme.","Sin embargo, Smitten-Downes fue una artista desconocida que fue elegida a través del programa BBC Introducing.","Ella quedó en el puesto 19 en el concurso de Eurovisión. [referencia requerida] En 2014, se realizó una cuarta selección interna, siendo elegida Molly Smitten-Downes, bajo su nombre artístico Molly, para representar al Reino Unido con la canción Children of the Universe, escrita y compuesta por la propia Smitten-Downes. Sin embargo, Smitten-Downes era una artista desconocida que fue elegida a través del programa BBC Introducing.",['Downes'],f,True,True,y,LLM,,Accurate,,5.0,No_other_entity,
133,178,"Brava was offered a recording contract by EMI in 1997, and she worked under the EMI Classics label from 1998 to 2002.","The album peaked at number 14 on the UK Classical Chart, and Brava became the biggest selling Finnish classical artist at the time.","El álbum alcanzó el número 14 en el UK Classical Chart, y Brava se convirtió en la artista clásica finlandesa más vendida del momento.","Brava fue ofrecida(a) un contrato discográfico por EMI en 1997 y trabajó bajo el sello EMI Classics desde 1998 hasta 2002. El álbum alcanzó el puesto número 14 en la lista de música clásica del Reino Unido, y Brava se convirtió en la artista clásica finlandesa más vendida en ese momento.",['Brava'],f,True,True,y,LLM,,Accurate,,5.0,No_other_entity,
134,255,"Vivian sent her baby daughter, accompanied by her nursemaid, Consuela Strohmeier, to Montreal aboard the Donaldson Atlantic Line's SS Athenia, which was sunk by a German submarine on September 3, 1939 with a loss of 118 passengers.",The child and the nurse survived.,La niña y el enfermero sobrevivieron.,"Vivian envió a su bebé hija, acompañada por su niñera, Consuela Strohmeier, a Montreal a bordo del SS Athenia de la línea Donaldson Atlantic, que fue hundido por un submarino alemán el 3 de septiembre de 1939, con la pérdida de 118 pasajeros. La niña y la niñera sobrevivieron.",['child'],f,True,True,y,LLM,,Accurate,,5.0,Accurate,Consuela Strohmeier - female
135,279,"While her work often includes imagery such as tea parties, and children's cartoon characters, Buffalohead has said that the work is intended to be unsettling.","Buffalohead is a mixed media artist, and works in many different mediums, including oil paints, birch bark, porcupine quills, and printmaking.","Buffalohead es una artista de técnicas mixtas, y trabaja con muchos medios diferentes, incluyendo la pintura al óleo, corteza de abedul, espinas de puercoespín, y grabado.","Si bien su obra a menudo incluye imágenes como fiestas de té y personajes de dibujos animados infantiles, Buffalohead ha dicho que pretende que su trabajo sea inquietante. Buffalohead es una artista de medios mixtos y trabaja con distintos medios, entre ellos pinturas al óleo, corteza de abedul, púas de puercoespín e impresión.",['Buffalohead'],f,True,True,y,LLM,,Accurate,,5.0,No_other_entity,
136,481,Whilst at university she became involved in student politics and was elected as the environment officer for the University of Melbourne Student Union in 2007.,Sandell worked for the Australian Youth Climate Coalition (AYCC) between 2009 and 2012 serving as general manager before becoming the group's National Director.,Sandell trabajó para la Coalición Australiana de Jóvenes contra el Cambio Climático (AYCC) entre 2009 y 2012 como directora general antes de convertirse en la directora nacional del grupo.,"Mientras estaba en la universidad, ella se involucró en la política estudiantil y fue elegida como la responsable del medio ambiente para la Unión de Estudiantes de la Universidad de Melbourne en 2007. Sandell trabajó para la Coalición Juvenil del Clima de Australia (AYCC) entre 2009 y 2012, desempeñándose como gerente general antes de convertirse en la Directora Nacional del grupo.",['Sandell'],f,True,True,y,LLM,,Accurate,,5.0,No_other_entity,
137,195,"However, her earnings are not enough to grant her a livelihood, so she is forced to keep other professional activities concomitantly with football.","Antunes is a graduate in physical education and works as a teacher at the Universidade de Fafe in Fafe, Portugal.","Antunes es graduada en educación física y trabaja como profesora en la Universidad de Fafe en Fafe, Portugal.","Sin embargo, sus ganancias no son suficientes para garantizarle un sustento, por lo que se ve obligada a mantener otras actividades profesionales simultáneamente con el fútbol. Antunes es graduada en educación física y trabaja como profesora en la Universidade de Fafe en Fafe, Portugal.",['Antunes'],f,True,True,y,LLM,,Accurate,,5.0,No_other_entity,
138,230,"She began law school at University of California, Hastings College of the Law, before eventually receiving her Juris Doctor from the University of Utah.","Before becoming a public official, Achtenberg worked for more than 15 years as a civil rights attorney, nonprofit director, and legal educator.","Antes de ser agente pública, Achtenberg trabajó más de 15 años como abogada de derechos civiles, directora sin ánimo de lucro, y educadora legal.","Ella comenzó la escuela de derecho en la Universidad de California, Hastings College of the Law, antes de recibir finalmente su Juris Doctor en la Universidad de Utah. Antes de convertirse en funcionaria pública, Achtenberg trabajó durante más de 15 años como abogada de derechos civiles, directora de una organización sin ánimo de lucro y educadora legal.",['Achtenberg'],f,True,True,y,LLM,,Accurate,,5.0,No_other_entity,
139,144,"He alternated the drawing of Nippur de Lagash with his creator, Lucho Olivera.","Mulko is the artist who has drawn more episodes of Nippur; more than 150 in two stages: between 1972 and 1976, and between 1988 and 1994.","Mulko es el artista que más episodios de Nippur ha dibujado, más de 150 en dos etapas: de 1972 a 1976, y de 1988 a 1994.","Él alternó el dibujo de Nippur de Lagash con su creador, Lucho Olivera. Mulko es el artista que ha dibujado más episodios de Nippur; más de 150 en dos etapas: entre 1972 y 1976, y entre 1988 y 1994.",['Mulko'],m,True,True,y,LLM,,Accurate,,5.0,No_other_entity,
